#NA_summits Enhancers
#Created from peak_called/NA_summits_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by mapped_sorted.bam
#Using cutoff of 6537.8504 for Super-Enhancers
#Created on mar 31 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	mapped_sorted.bam	enhancerRank	isSuper
2_NA_peak_2947_lociStitched	1	248826506	248838880	2	4	7085.3524	676	1
5_NA_peak_1987_lociStitched	1	155129731	155140153	5	10	7055.694	677	1
3_NA_peak_2325_lociStitched	1	179877411	179882997	3	6	7039.4772	678	1
3_NA_peak_16939_lociStitched	22	30266128	30283546	3	6	7035.1302	679	1
4_NA_peak_13460_lociStitched	19	51363311	51372438	4	8	7026.8773	680	1
2_NA_peak_21325_lociStitched	6	20402031	20403805	2	4	7022.379	681	1
3_NA_peak_9760_lociStitched	16	30558187	30571753	3	6	6995.9862	682	1
5_NA_peak_16028_lociStitched	20	36462626	36492477	5	10	6988.1191	683	1
4_NA_peak_27020_lociStitched	X	153971643	153985478	4	8	6988.0585	684	1
3_NA_peak_18098_lociStitched	3	101676660	101687056	3	6	6979.8744	685	1
4_NA_peak_10534_lociStitched	17	8210854	8223382	4	8	6968.0736	686	1
3_NA_peak_6002_lociStitched	12	47705880	47717996	3	6	6949.7376	687	1
3_NA_peak_9036_lociStitched	15	78426866	78438440	3	6	6931.6686	688	1
5_NA_peak_6251_lociStitched	12	57740722	57752822	5	10	6918.78	689	1
2_NA_peak_4064_lociStitched	10	124611684	124621225	2	4	6912.4545	690	1
5_NA_peak_6911_lociStitched	12	132429407	132445683	5	10	6912.4172	691	1
2_NA_peak_10944_lociStitched	17	40318459	40323105	2	4	6902.5622	692	1
3_NA_peak_16273_lociStitched	20	58651662	58661675	3	6	6900.9596	693	1
5_NA_peak_12261_lociStitched	19	1021371	1038509	5	10	6899.7588	694	1
3_NA_peak_13295_lociStitched	19	45876796	45887067	3	6	6881.57	695	1
3_NA_peak_10755_lociStitched	17	29292915	29304204	3	6	6865.9698	696	1
5_NA_peak_19177_lociStitched	4	38743661	38762066	5	10	6841.1385	697	1
6_NA_peak_27066_lociStitched	Y	11305401	11329927	6	12	6840.3014	698	1
2_NA_peak_15775_lociStitched	20	10501676	10511483	2	4	6829.5948	699	1
3_NA_peak_26917_lociStitched	X	123960188	123962023	3	6	6816.291	700	1
5_NA_peak_21646_lociStitched	6	33571111	33585465	5	10	6810.973	701	1
3_NA_peak_9571_lociStitched	16	19114152	19131202	3	6	6801.245	702	1
3_NA_peak_16276_lociStitched	20	58888969	58892291	3	6	6795.4832	703	1
2_NA_peak_24019_lociStitched	8	70393636	70403770	2	4	6787.7532	704	1
3_NA_peak_5622_lociStitched	12	6745468	6752960	3	6	6781.7584	705	1
3_NA_peak_21478_lociStitched	6	28124665	28141998	3	6	6770.2698	706	1
3_NA_peak_7583_lociStitched	14	20609906	20623263	3	6	6769.3276	707	1
4_NA_peak_12079_lociStitched	18	54250359	54269767	4	8	6767.5696	708	1
3_NA_peak_17666_lociStitched	3	42013378	42025290	3	6	6715.9856	709	1
3_NA_peak_12327_lociStitched	19	2329009	2342225	3	6	6700.512	710	1
3_NA_peak_11544_lociStitched	17	76481077	76493870	3	6	6693.2976	711	1
2_NA_peak_4995_lociStitched	11	72069978	72081120	2	4	6680.7432	712	1
3_NA_peak_15269_lociStitched	2	201182660	201191112	3	6	6680.4608	713	1
3_NA_peak_21248_lociStitched	6	13703328	13712109	3	6	6676.1943	714	1
4_NA_peak_24940_lociStitched	8	143383542	143398667	4	8	6676.175	715	1
2_NA_peak_18343_lociStitched	3	128726446	128735403	2	4	6672.0693	716	1
3_NA_peak_11027_lociStitched	17	43170058	43171383	3	6	6663.2925	717	1
3_NA_peak_22031_lociStitched	6	85450466	85464766	3	6	6659.51	718	1
6_NA_peak_10015_lociStitched	16	67660044	67674083	6	12	6658.6977	719	1
2_NA_peak_17157_lociStitched	22	41468933	41479773	2	4	6639.5	720	1
2_NA_peak_21628_lociStitched	6	33200496	33208596	2	4	6629.04	721	1
3_NA_peak_26025_lociStitched	9	137618715	137629345	3	6	6626.742	722	1
4_NA_peak_9757_lociStitched	16	30527048	30535250	4	8	6623.115	723	1
3_NA_peak_16709_lociStitched	21	45542225	45552305	3	6	6617.52	724	1
3_NA_peak_13893_lociStitched	2	27071448	27082138	3	6	6587.178	725	1
2_NA_peak_11756_lociStitched	18	2960063	2972294	2	4	6570.4932	726	1
2_NA_peak_1242_lociStitched	1	66924615	66930479	2	4	6566.5072	727	1
3_NA_peak_477_lociStitched	1	23791216	23801138	3	6	6560.4264	728	1
3_NA_peak_25503_lociStitched	9	93083091	93098063	3	6	6553.2444	729	1
3_NA_peak_14516_lociStitched	2	90381673	90398232	3	6	6550.7404	730	1
3_NA_peak_15709_lociStitched	20	4813538	4823341	3	6	6549.3843	731	1
6_NA_peak_20213_lociStitched	5	43007859	43018478	6	12	6538.1183	732	1
